id,transaction,datetime,name,value,source,location,created_at
227,logging,2026-01-24T19:37:45Z,temperature,0,arduino-r4-wifi-5ED2C4,study,2026-01-24T14:37:51-05:00
228,logging,2026-01-24T19:38:25Z,temperature,0,arduino-r4-wifi-5ED2C4,study,2026-01-24T14:38:32-05:00
229,logging,2026-01-24T19:39:01Z,temperature,0,arduino-r4-wifi-5ED2C4,study,2026-01-24T14:39:08-05:00
230,logging,2026-01-24T19:39:42Z,temperature,0,arduino-r4-wifi-5ED2C4,study,2026-01-24T14:39:48-05:00
231,logging,2026-01-24T19:40:22Z,temperature,0,arduino-r4-wifi-5ED2C4,study,2026-01-24T14:40:29-05:00
232,logging,2026-01-24T19:41:02Z,temperature,0,arduino-r4-wifi-5ED2C4,study,2026-01-24T14:41:09-05:00
233,logging,2026-01-24T19:41:38Z,temperature,0,arduino-r4-wifi-5ED2C4,study,2026-01-24T14:41:45-05:00
234,logging,2026-01-24T19:42:15Z,temperature,0,arduino-r4-wifi-5ED2C4,study,2026-01-24T14:42:21-05:00
235,logging,2026-01-24T19:42:55Z,temperature,0,arduino-r4-wifi-5ED2C4,study,2026-01-24T14:43:02-05:00
236,logging,2026-01-24T19:43:35Z,temperature,0,arduino-r4-wifi-5ED2C4,study,2026-01-24T14:43:42-05:00
237,logging,2026-01-24T19:44:16Z,temperature,0,arduino-r4-wifi-5ED2C4,study,2026-01-24T14:44:22-05:00
238,logging,2026-01-24T19:44:56Z,temperature,0,arduino-r4-wifi-5ED2C4,study,2026-01-24T14:45:03-05:00
239,logging,2026-01-24T19:45:32Z,temperature,0,arduino-r4-wifi-5ED2C4,study,2026-01-24T14:45:39-05:00
240,logging,2026-01-24T19:46:08Z,temperature,0,arduino-r4-wifi-5ED2C4,study,2026-01-24T14:46:15-05:00
241,logging,2026-01-24T19:46:44Z,temperature,0,arduino-r4-wifi-5ED2C4,study,2026-01-24T14:46:51-05:00
242,logging,2026-01-24T19:47:25Z,temperature,0,arduino-r4-wifi-5ED2C4,study,2026-01-24T14:47:32-05:00
243,logging,2026-01-24T19:48:05Z,temperature,0,arduino-r4-wifi-5ED2C4,study,2026-01-24T14:48:12-05:00
244,logging,2026-01-24T19:48:45Z,temperature,0,arduino-r4-wifi-5ED2C4,study,2026-01-24T14:48:52-05:00
245,logging,2026-01-24T19:49:26Z,temperature,0,arduino-r4-wifi-5ED2C4,study,2026-01-24T14:49:33-05:00
246,logging,2026-01-24T19:50:02Z,temperature,0,arduino-r4-wifi-5ED2C4,study,2026-01-24T14:50:09-05:00
247,logging,2026-01-24T19:50:42Z,temperature,0,arduino-r4-wifi-5ED2C4,study,2026-01-24T14:50:49-05:00
248,logging,2026-01-24T19:51:22Z,temperature,0,arduino-r4-wifi-5ED2C4,study,2026-01-24T14:51:30-05:00
249,logging,2026-01-24T19:52:03Z,temperature,0,arduino-r4-wifi-5ED2C4,study,2026-01-24T14:52:10-05:00
250,logging,2026-01-24T19:52:43Z,temperature,0,arduino-r4-wifi-5ED2C4,study,2026-01-24T14:52:50-05:00
251,logging,2026-01-24T19:53:23Z,temperature,0,arduino-r4-wifi-5ED2C4,study,2026-01-24T14:53:31-05:00
252,logging,2026-01-24T19:53:59Z,temperature,0,arduino-r4-wifi-5ED2C4,study,2026-01-24T14:54:07-05:00
253,logging,2026-01-24T19:54:36Z,temperature,0,arduino-r4-wifi-5ED2C4,study,2026-01-24T14:54:43-05:00
254,logging,2026-01-24T19:55:16Z,temperature,0,arduino-r4-wifi-5ED2C4,study,2026-01-24T14:55:23-05:00
255,logging,2026-01-24T19:55:52Z,temperature,0,arduino-r4-wifi-5ED2C4,study,2026-01-24T14:56:00-05:00
256,logging,2026-01-24T19:56:32Z,temperature,0,arduino-r4-wifi-5ED2C4,study,2026-01-24T14:56:40-05:00
257,logging,2026-01-24T19:57:08Z,temperature,0,arduino-r4-wifi-5ED2C4,study,2026-01-24T14:57:16-05:00
258,logging,2026-01-24T19:57:45Z,temperature,0,arduino-r4-wifi-5ED2C4,study,2026-01-24T14:57:52-05:00
259,logging,2026-01-24T19:58:25Z,temperature,0,arduino-r4-wifi-5ED2C4,study,2026-01-24T14:58:33-05:00
260,logging,2026-01-24T20:00:18Z,temperature,69.8,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:00:18-05:00
261,logging,2026-01-24T20:00:59Z,temperature,68.68,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:00:59-05:00
262,logging,2026-01-24T20:01:40Z,temperature,67.66,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:01:40-05:00
263,logging,2026-01-24T20:02:21Z,temperature,66.65,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:02:21-05:00
264,logging,2026-01-24T20:03:02Z,temperature,65.64,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:03:03-05:00
265,logging,2026-01-24T20:03:43Z,temperature,64.96,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:03:44-05:00
266,logging,2026-01-24T20:04:24Z,temperature,64.29,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:04:25-05:00
267,logging,2026-01-24T20:05:05Z,temperature,63.61,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:05:06-05:00
268,logging,2026-01-24T20:05:47Z,temperature,63.05,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:05:47-05:00
269,logging,2026-01-24T20:06:28Z,temperature,62.6,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:06:28-05:00
270,logging,2026-01-24T20:07:09Z,temperature,62.15,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:07:10-05:00
271,logging,2026-01-24T20:07:50Z,temperature,61.7,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:07:51-05:00
272,logging,2026-01-24T20:08:31Z,temperature,61.36,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:08:32-05:00
273,logging,2026-01-24T20:09:08Z,temperature,61.14,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:09:09-05:00
274,logging,2026-01-24T20:09:45Z,temperature,60.8,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:09:46-05:00
275,logging,2026-01-24T20:10:22Z,temperature,60.69,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:10:23-05:00
276,logging,2026-01-24T20:11:03Z,temperature,60.46,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:11:04-05:00
277,logging,2026-01-24T20:11:44Z,temperature,60.35,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:11:45-05:00
278,logging,2026-01-24T20:12:25Z,temperature,60.12,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:12:26-05:00
279,logging,2026-01-24T20:13:02Z,temperature,60.01,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:13:03-05:00
280,logging,2026-01-24T20:13:43Z,temperature,59.9,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:13:44-05:00
281,logging,2026-01-24T20:14:24Z,temperature,59.79,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:14:25-05:00
282,logging,2026-01-24T20:15:01Z,temperature,59.79,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:15:02-05:00
283,logging,2026-01-24T20:15:42Z,temperature,59.67,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:15:44-05:00
284,logging,2026-01-24T20:16:19Z,temperature,59.56,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:16:20-05:00
285,logging,2026-01-24T20:17:00Z,temperature,59.56,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:17:02-05:00
286,logging,2026-01-24T20:17:41Z,temperature,59.45,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:17:43-05:00
287,logging,2026-01-24T20:18:23Z,temperature,59.45,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:18:24-05:00
288,logging,2026-01-24T20:19:04Z,temperature,59.45,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:19:05-05:00
289,logging,2026-01-24T20:19:45Z,temperature,59.34,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:19:46-05:00
290,logging,2026-01-24T20:20:26Z,temperature,59.34,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:20:27-05:00
291,logging,2026-01-24T20:21:07Z,temperature,59.34,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:21:09-05:00
292,logging,2026-01-24T20:21:48Z,temperature,59.34,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:21:50-05:00
293,logging,2026-01-24T20:22:29Z,temperature,59.22,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:22:31-05:00
294,logging,2026-01-24T20:23:10Z,temperature,59.22,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:23:12-05:00
295,logging,2026-01-24T20:23:52Z,temperature,59.22,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:23:53-05:00
296,logging,2026-01-24T20:24:33Z,temperature,59.22,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:24:34-05:00
297,logging,2026-01-24T20:25:10Z,temperature,59.11,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:25:11-05:00
298,logging,2026-01-24T20:25:51Z,temperature,59.11,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:25:52-05:00
299,logging,2026-01-24T20:26:32Z,temperature,59.11,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:26:34-05:00
300,logging,2026-01-24T20:27:13Z,temperature,59.11,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:27:15-05:00
301,logging,2026-01-24T20:27:54Z,temperature,59.11,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:27:56-05:00
302,logging,2026-01-24T20:28:31Z,temperature,59.11,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:28:33-05:00
303,logging,2026-01-24T20:29:12Z,temperature,59.11,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:29:14-05:00
304,logging,2026-01-24T20:29:53Z,temperature,59.11,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:29:55-05:00
305,logging,2026-01-24T20:30:34Z,temperature,59.11,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:30:36-05:00
306,logging,2026-01-24T20:31:16Z,temperature,59.11,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:31:17-05:00
307,logging,2026-01-24T20:31:52Z,temperature,59.11,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:31:54-05:00
308,logging,2026-01-24T20:32:34Z,temperature,59.11,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:32:36-05:00
309,logging,2026-01-24T20:33:15Z,temperature,59.11,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:33:17-05:00
310,logging,2026-01-24T20:33:56Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:33:58-05:00
311,logging,2026-01-24T20:34:37Z,temperature,59.11,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:34:39-05:00
312,logging,2026-01-24T20:35:14Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:35:16-05:00
313,logging,2026-01-24T20:35:55Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:35:57-05:00
314,logging,2026-01-24T20:36:36Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:36:38-05:00
315,logging,2026-01-24T20:37:17Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:37:19-05:00
316,logging,2026-01-24T20:37:54Z,temperature,59.11,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:37:56-05:00
317,logging,2026-01-24T20:38:35Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:38:38-05:00
318,logging,2026-01-24T20:39:16Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:39:19-05:00
319,logging,2026-01-24T20:39:53Z,temperature,59.11,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:39:56-05:00
320,logging,2026-01-24T20:40:30Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:40:33-05:00
321,logging,2026-01-24T20:41:11Z,temperature,59.11,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:41:14-05:00
322,logging,2026-01-24T20:41:53Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:41:55-05:00
323,logging,2026-01-24T20:42:34Z,temperature,59.11,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:42:36-05:00
324,logging,2026-01-24T20:43:15Z,temperature,59.11,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:43:17-05:00
325,logging,2026-01-24T20:43:52Z,temperature,59.11,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:43:54-05:00
326,logging,2026-01-24T20:44:33Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:44:35-05:00
327,logging,2026-01-24T20:45:10Z,temperature,59.11,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:45:12-05:00
328,logging,2026-01-24T20:45:51Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:45:53-05:00
329,logging,2026-01-24T20:46:32Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:46:35-05:00
330,logging,2026-01-24T20:47:13Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:47:16-05:00
331,logging,2026-01-24T20:47:54Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:47:57-05:00
332,logging,2026-01-24T20:48:31Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:48:34-05:00
333,logging,2026-01-24T20:49:08Z,temperature,59.11,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:49:11-05:00
334,logging,2026-01-24T20:49:49Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:49:52-05:00
335,logging,2026-01-24T20:50:30Z,temperature,59.11,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:50:33-05:00
336,logging,2026-01-24T20:51:11Z,temperature,59.11,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:51:14-05:00
337,logging,2026-01-24T20:51:53Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:51:55-05:00
338,logging,2026-01-24T20:52:34Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:52:37-05:00
339,logging,2026-01-24T20:53:15Z,temperature,59.11,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:53:18-05:00
340,logging,2026-01-24T20:53:56Z,temperature,59.11,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:53:59-05:00
341,logging,2026-01-24T20:54:37Z,temperature,59.11,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:54:40-05:00
342,logging,2026-01-24T20:55:18Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:55:21-05:00
343,logging,2026-01-24T20:55:55Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:55:58-05:00
344,logging,2026-01-24T20:56:36Z,temperature,59.11,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:56:39-05:00
345,logging,2026-01-24T20:57:17Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:57:20-05:00
346,logging,2026-01-24T20:57:54Z,temperature,59.11,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:57:57-05:00
347,logging,2026-01-24T20:58:35Z,temperature,59.11,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:58:39-05:00
348,logging,2026-01-24T20:59:12Z,temperature,59.11,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:59:15-05:00
349,logging,2026-01-24T20:59:53Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T15:59:57-05:00
350,logging,2026-01-24T21:00:35Z,temperature,59.11,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:00:38-05:00
351,logging,2026-01-24T21:01:16Z,temperature,59.11,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:01:19-05:00
352,logging,2026-01-24T21:01:57Z,temperature,59.11,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:02:00-05:00
353,logging,2026-01-24T21:02:38Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:02:41-05:00
354,logging,2026-01-24T21:03:19Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:03:22-05:00
355,logging,2026-01-24T21:03:56Z,temperature,59.11,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:03:59-05:00
356,logging,2026-01-24T21:04:33Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:04:36-05:00
357,logging,2026-01-24T21:05:14Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:05:17-05:00
358,logging,2026-01-24T21:05:51Z,temperature,59.11,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:05:54-05:00
359,logging,2026-01-24T21:06:32Z,temperature,59.11,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:06:35-05:00
360,logging,2026-01-24T21:07:13Z,temperature,59.11,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:07:17-05:00
361,logging,2026-01-24T21:07:54Z,temperature,59.11,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:07:58-05:00
362,logging,2026-01-24T21:08:35Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:08:39-05:00
363,logging,2026-01-24T21:09:17Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:09:20-05:00
364,logging,2026-01-24T21:09:58Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:10:01-05:00
365,logging,2026-01-24T21:10:39Z,temperature,59.11,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:10:42-05:00
366,logging,2026-01-24T21:11:16Z,temperature,59.11,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:11:19-05:00
367,logging,2026-01-24T21:11:57Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:12:00-05:00
368,logging,2026-01-24T21:12:34Z,temperature,59.11,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:12:37-05:00
369,logging,2026-01-24T21:13:11Z,temperature,59.11,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:13:14-05:00
370,logging,2026-01-24T21:13:52Z,temperature,59.11,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:13:55-05:00
371,logging,2026-01-24T21:14:33Z,temperature,59.11,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:14:37-05:00
372,logging,2026-01-24T21:15:14Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:15:18-05:00
373,logging,2026-01-24T21:15:55Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:15:59-05:00
374,logging,2026-01-24T21:16:36Z,temperature,59.11,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:16:40-05:00
375,logging,2026-01-24T21:17:13Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:17:17-05:00
376,logging,2026-01-24T21:17:54Z,temperature,59.11,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:17:58-05:00
377,logging,2026-01-24T21:18:31Z,temperature,59.11,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:18:35-05:00
378,logging,2026-01-24T21:19:12Z,temperature,59.11,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:19:16-05:00
379,logging,2026-01-24T21:19:49Z,temperature,59.11,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:19:53-05:00
380,logging,2026-01-24T21:20:26Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:20:30-05:00
381,logging,2026-01-24T21:21:07Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:21:11-05:00
382,logging,2026-01-24T21:21:48Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:21:52-05:00
383,logging,2026-01-24T21:22:29Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:22:34-05:00
384,logging,2026-01-24T21:23:11Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:23:15-05:00
385,logging,2026-01-24T21:23:52Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:23:56-05:00
386,logging,2026-01-24T21:24:33Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:24:37-05:00
387,logging,2026-01-24T21:25:14Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:25:18-05:00
388,logging,2026-01-24T21:25:55Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:25:59-05:00
389,logging,2026-01-24T21:26:32Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:26:36-05:00
390,logging,2026-01-24T21:27:13Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:27:17-05:00
391,logging,2026-01-24T21:27:54Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:27:59-05:00
392,logging,2026-01-24T21:28:35Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:28:40-05:00
393,logging,2026-01-24T21:29:16Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:29:21-05:00
394,logging,2026-01-24T21:29:58Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:30:02-05:00
395,logging,2026-01-24T21:30:39Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:30:43-05:00
396,logging,2026-01-24T21:31:16Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:31:20-05:00
397,logging,2026-01-24T21:31:53Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:31:57-05:00
398,logging,2026-01-24T21:32:34Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:32:38-05:00
399,logging,2026-01-24T21:33:15Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:33:19-05:00
400,logging,2026-01-24T21:33:56Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:34:01-05:00
401,logging,2026-01-24T21:34:37Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:34:42-05:00
402,logging,2026-01-24T21:35:18Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:35:23-05:00
403,logging,2026-01-24T21:35:59Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:36:04-05:00
404,logging,2026-01-24T21:36:36Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:36:41-05:00
405,logging,2026-01-24T21:37:17Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:37:22-05:00
406,logging,2026-01-24T21:37:58Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:38:03-05:00
407,logging,2026-01-24T21:38:40Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:38:44-05:00
408,logging,2026-01-24T21:39:21Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:39:26-05:00
409,logging,2026-01-24T21:40:02Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:40:07-05:00
410,logging,2026-01-24T21:40:43Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:40:48-05:00
411,logging,2026-01-24T21:41:24Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:41:29-05:00
412,logging,2026-01-24T21:42:01Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:42:06-05:00
413,logging,2026-01-24T21:42:42Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:42:47-05:00
414,logging,2026-01-24T21:43:23Z,temperature,58.89,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:43:28-05:00
415,logging,2026-01-24T21:44:04Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:44:10-05:00
416,logging,2026-01-24T21:44:41Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:44:46-05:00
417,logging,2026-01-24T21:45:18Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:45:23-05:00
418,logging,2026-01-24T21:45:59Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:46:05-05:00
419,logging,2026-01-24T21:46:36Z,temperature,58.89,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:46:42-05:00
420,logging,2026-01-24T21:47:13Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:47:18-05:00
421,logging,2026-01-24T21:47:54Z,temperature,58.89,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:48:00-05:00
422,logging,2026-01-24T21:48:35Z,temperature,58.89,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:48:41-05:00
423,logging,2026-01-24T21:49:16Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:49:22-05:00
424,logging,2026-01-24T21:49:53Z,temperature,58.89,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:49:59-05:00
425,logging,2026-01-24T21:50:34Z,temperature,58.89,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:50:40-05:00
426,logging,2026-01-24T21:51:16Z,temperature,58.89,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:51:21-05:00
427,logging,2026-01-24T21:51:52Z,temperature,58.89,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:51:58-05:00
428,logging,2026-01-24T21:52:34Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:52:39-05:00
429,logging,2026-01-24T21:53:15Z,temperature,58.89,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:53:20-05:00
430,logging,2026-01-24T21:53:56Z,temperature,58.89,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:54:02-05:00
431,logging,2026-01-24T21:54:37Z,temperature,58.89,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:54:43-05:00
432,logging,2026-01-24T21:55:18Z,temperature,58.89,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:55:24-05:00
433,logging,2026-01-24T21:55:59Z,temperature,58.89,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:56:05-05:00
434,logging,2026-01-24T21:56:36Z,temperature,58.89,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:56:42-05:00
435,logging,2026-01-24T21:57:17Z,temperature,58.89,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:57:23-05:00
436,logging,2026-01-24T21:57:54Z,temperature,59,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:58:00-05:00
437,logging,2026-01-24T21:58:35Z,temperature,58.89,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:58:41-05:00
438,logging,2026-01-24T21:59:16Z,temperature,58.89,arduino-r4-wifi-5ED2C4,study,2026-01-24T16:59:22-05:00
439,logging,2026-01-24T21:59:58Z,temperature,58.89,arduino-r4-wifi-5ED2C4,study,2026-01-24T17:00:04-05:00
440,logging,2026-01-24T22:00:39Z,temperature,58.89,arduino-r4-wifi-5ED2C4,study,2026-01-24T17:00:45-05:00
